#---Header
EC or Barrel: EC
Module type: R4M0
Module ref. Number: 20USE4R0000002
Date: 2022-01-18T09:25:12.000000Z
Institute: TRIUMF
Operator: Peter Speers
Instrument Type: Mitutoyo_CMM
Run Number: 1
Measurement program version: v1
#---Positions
#Bow	X[mm]	Y[mm]	Z[mm]
Sensor	86.5181	-0.0000	0.0294
Sensor	0.0000	-0.0000	0.0274
Sensor	0.9994	0.9902	0.0282
Sensor	9.4683	0.6184	0.0262
Sensor	17.9404	0.3296	0.0211
Sensor	26.4148	0.1231	0.0208
Sensor	34.8910	-0.0005	0.0188
Sensor	43.3679	-0.0415	0.0203
Sensor	51.8449	0.0002	0.0230
Sensor	60.3208	0.1247	0.0241
Sensor	68.7953	0.3317	0.0254
Sensor	77.2675	0.6216	0.0285
Sensor	85.7362	0.9941	0.0290
Sensor	1.6299	9.9795	0.0009
Sensor	9.9115	9.6175	0.0009
Sensor	18.2056	9.3349	-0.0033
Sensor	26.5024	9.1324	-0.0016
Sensor	34.8007	9.0101	-0.0030
Sensor	43.0996	8.9679	-0.0027
Sensor	51.3989	9.0056	-0.0025
Sensor	59.6972	9.1236	-0.0025
Sensor	2.2303	18.9605	-0.0045
Sensor	10.4250	18.6041	-0.0047
Sensor	18.6326	18.3263	-0.0067
Sensor	26.8425	18.1279	-0.0096
Sensor	35.0540	18.0085	-0.0115
Sensor	43.2662	17.9684	-0.0109
Sensor	51.4784	18.0076	-0.0107
Sensor	59.6897	18.1261	-0.0105
Sensor	2.8600	27.9501	-0.0083
Sensor	10.6737	27.6008	-0.0075
Sensor	18.5008	27.3334	-0.0114
Sensor	19.6299	34.6498	-0.0156
Sensor	27.7696	34.4584	-0.0175
Sensor	35.9108	34.3463	-0.0184
Sensor	44.0525	34.3136	-0.0194
Sensor	52.1946	34.3604	-0.0198
Sensor	60.3354	34.4866	-0.0196
Sensor	68.4748	34.6923	-0.0180
Sensor	76.6117	34.9772	-0.0172
Sensor	84.7454	35.3417	-0.0120
Sensor	4.7298	54.8888	0.0022
Sensor	12.6628	54.5514	-0.0010
Sensor	20.6087	54.2909	-0.0024
Sensor	28.5567	54.1079	-0.0051
Sensor	36.5062	54.0025	-0.0045
Sensor	44.4563	53.9746	-0.0044
Sensor	52.4062	54.0241	-0.0052
Sensor	60.3553	54.1514	-0.0059
Sensor	68.3028	54.3561	-0.0053
Sensor	76.2478	54.6385	-0.0050
Sensor	84.1899	54.9983	-0.0017
Sensor	5.3299	63.8701	-0.0074
Sensor	13.1852	63.5377	-0.0098
Sensor	21.0435	63.2819	-0.0110
Sensor	28.9037	63.1028	-0.0113
Sensor	36.7653	63.0004	-0.0140
Sensor	44.6275	62.9747	-0.0133
Sensor	52.4897	63.0258	-0.0154
Sensor	60.3511	63.1534	-0.0193
Sensor	68.2107	63.3579	-0.0182
Sensor	76.0680	63.6389	-0.0171
Sensor	83.9221	63.9966	-0.0105
Sensor	5.9499	72.8499	-0.0043
Sensor	13.7080	72.5237	-0.0048
Sensor	21.4782	72.2729	-0.0080
Sensor	29.2508	72.0975	-0.0086
Sensor	37.0247	71.9982	-0.0093
Sensor	44.7992	71.9747	-0.0114
Sensor	52.5736	72.0270	-0.0132
Sensor	60.3469	72.1553	-0.0127
Sensor	68.1188	72.3594	-0.0126
Sensor	75.8883	72.6391	-0.0125
Sensor	83.6546	72.9948	-0.0052
Sensor	6.5700	81.8400	-0.0013
Sensor	14.2399	81.5194	-0.0025
Sensor	21.9228	81.2732	-0.0040
Sensor	29.6073	81.1020	-0.0065
Sensor	37.2934	81.0057	-0.0064
Sensor	44.9800	80.9844	-0.0069
Sensor	52.6665	81.0381	-0.0089
Sensor	60.3521	81.1667	-0.0085
Sensor	68.0359	81.3702	-0.0063
Sensor	75.7174	81.6490	-0.0043
Sensor	83.3960	82.0025	0.0005
Sensor	7.1912	90.8395	0.0033
Sensor	14.7829	90.5141	0.0012
Sensor	22.3778	90.2727	0.0007
Sensor	29.9748	90.1052	-0.0025
Sensor	37.5731	90.0120	-0.0028
Sensor	45.1718	89.9930	-0.0029
Sensor	52.7705	90.0480	-0.0018
Sensor	60.3682	90.1771	-0.0012
Sensor	67.9645	90.3804	-0.0007
Sensor	75.5580	90.6577	0.0034
Sensor	83.1488	91.0092	0.0067
Sensor	7.8100	99.8000	0.0074
Sensor	15.3041	99.4809	0.0059
Sensor	22.8117	99.2442	0.0032
Sensor	30.3305	99.0801	0.0011
Sensor	37.8410	98.9899	0.0018
Sensor	45.3521	98.9730	0.0025
Sensor	52.8628	99.0294	0.0022
Sensor	60.3728	99.1590	0.0042
Sensor	67.8810	99.3619	0.0064
Sensor	75.3869	99.6380	0.0074
Sensor	82.8899	99.9874	0.0135
Sensor	8.4300	108.7802	0.0260
Sensor	15.8470	108.4758	0.0217
Sensor	23.2665	108.2438	0.0198
Sensor	30.6881	108.0844	0.0192
Sensor	38.1109	107.9972	0.0176
Sensor	45.5340	107.9826	0.0143
Sensor	52.9570	108.0403	0.0155
Sensor	60.3790	108.1704	0.0172
Sensor	67.7995	108.3728	0.0197
Sensor	75.2176	108.6478	0.0242
Sensor	82.6327	108.9950	0.0348
