#---Header
EC or Barrel: EC
Module type: R1
Module ref. Number: 20USEM10000005
Date: 2022-03-08T15:58:34.000000Z
Institute: TRIUMF
Operator: Peter Speers
Instrument Type: Mitutoyo_CMM
Run Number: 1
Measurement program version: v1
#---Positions
#Bow	X[mm]	Y[mm]	Z[mm]
Sensor	1.0000	1.0001	0.0163
Sensor	10.3873	0.1423	0.0132
Sensor	19.7884	-0.5519	0.0156
Sensor	29.1996	-1.0921	0.0207
Sensor	38.6183	-1.4781	0.0199
Sensor	48.0423	-1.7099	0.0182
Sensor	57.4687	-1.7874	0.0172
Sensor	66.8951	-1.7104	0.0162
Sensor	76.3190	-1.4794	0.0149
Sensor	85.7379	-1.0940	0.0134
Sensor	95.1491	-0.5545	0.0117
Sensor	104.5503	0.1390	0.0151
Sensor	113.9400	0.9961	0.0234
Sensor	1.9799	9.2900	-0.0045
Sensor	11.2229	8.4581	-0.0032
Sensor	20.4880	7.7767	0.0005
Sensor	29.7630	7.2470	0.0028
Sensor	39.0453	6.8691	0.0021
Sensor	48.3327	6.6434	-0.0006
Sensor	57.6224	6.5695	-0.0030
Sensor	66.9121	6.6481	-0.0052
Sensor	76.1994	6.8785	-0.0043
Sensor	85.4816	7.2609	-0.0013
Sensor	94.7563	7.7952	-0.0014
Sensor	104.0210	8.4814	0.0009
Sensor	113.2732	9.3191	0.0020
Sensor	2.9408	17.5034	-0.0070
Sensor	12.0564	16.6755	-0.0047
Sensor	21.1854	16.0068	-0.0025
Sensor	30.3241	15.4876	-0.0028
Sensor	39.4701	15.1180	0.0001
Sensor	48.6209	14.8984	-0.0000
Sensor	57.7741	14.8281	-0.0066
Sensor	66.9369	14.9070	-0.0066
Sensor	76.0876	15.1368	-0.0073
Sensor	85.2331	15.5164	-0.0076
Sensor	94.3713	16.0455	-0.0041
Sensor	103.4994	16.7243	-0.0041
Sensor	112.6154	17.5522	-0.0015
Sensor	66.4774	30.5691	-0.0092
Sensor	75.3886	30.7901	-0.0046
Sensor	84.2952	31.1575	-0.0038
Sensor	93.2042	31.6699	-0.0055
Sensor	102.0939	32.3296	-0.0050
Sensor	110.9716	33.1353	-0.0040
Sensor	30.1300	32.6699	-0.0068
Sensor	39.0053	32.2952	-0.0047
Sensor	47.8955	32.0651	-0.0070
Sensor	5.7400	41.0303	-0.0104
Sensor	14.4912	40.2530	-0.0089
Sensor	23.2540	39.6194	-0.0090
Sensor	32.0259	39.1296	-0.0082
Sensor	40.8047	38.7840	-0.0093
Sensor	49.5880	38.5822	-0.0101
Sensor	33.1389	44.9804	-0.0086
Sensor	41.8116	44.6533	-0.0090
Sensor	50.4984	44.4674	-0.0111
Sensor	59.1968	44.4229	-0.0159
Sensor	67.8849	44.5223	-0.0165
Sensor	66.1529	46.4716	-0.0143
Sensor	74.8057	46.6849	-0.0117
Sensor	83.4540	47.0400	-0.0106
Sensor	92.0950	47.5369	-0.0130
Sensor	100.7269	48.1757	-0.0096
Sensor	109.3472	48.9558	-0.0109
Sensor	8.4899	64.2901	-0.0081
Sensor	16.8314	63.5574	-0.0094
Sensor	25.1938	62.9604	-0.0085
Sensor	33.5648	62.5003	-0.0077
Sensor	41.9422	62.1773	-0.0079
Sensor	50.3237	61.9916	-0.0101
Sensor	58.7071	61.9430	-0.0088
Sensor	67.0903	62.0317	-0.0078
Sensor	75.4708	62.2577	-0.0066
Sensor	83.8466	62.6207	-0.0079
Sensor	92.2151	63.1209	-0.0090
Sensor	100.5745	63.7580	-0.0084
Sensor	108.9320	64.5307	-0.0053
Sensor	8.8501	67.3400	-0.0051
Sensor	17.1503	66.6020	-0.0063
Sensor	25.4625	66.0095	-0.0041
Sensor	33.7833	65.5533	-0.0045
Sensor	42.1105	65.2334	-0.0055
Sensor	50.4418	65.0498	-0.0058
Sensor	58.7750	65.0026	-0.0058
Sensor	67.1078	65.0918	-0.0044
Sensor	75.4381	65.3176	-0.0034
Sensor	83.7636	65.6796	-0.0034
Sensor	92.0820	66.1778	-0.0049
Sensor	100.3912	66.8122	-0.0034
Sensor	108.6887	67.5824	-0.0029
Sensor	9.8410	75.6387	0.0013
Sensor	17.9956	74.9167	-0.0014
Sensor	26.1729	74.3468	-0.0037
Sensor	34.3575	73.9010	-0.0040
Sensor	42.5483	73.5895	-0.0047
Sensor	50.7431	73.4119	-0.0015
Sensor	58.9396	73.3685	-0.0049
Sensor	67.1359	73.4592	-0.0007
Sensor	75.3294	73.6842	-0.0036
Sensor	83.5184	74.0431	-0.0049
Sensor	91.7001	74.5364	-0.0033
Sensor	99.8728	75.1633	-0.0049
Sensor	108.0341	75.9240	0.0033
Sensor	10.8103	83.9200	0.0275
Sensor	18.8398	83.2215	0.0223
Sensor	26.8800	82.6545	0.0202
Sensor	34.9284	82.2193	0.0228
Sensor	42.9825	81.9159	0.0202
Sensor	51.0409	81.7443	0.0213
Sensor	59.1007	81.7047	0.0218
Sensor	67.1603	81.7972	0.0223
Sensor	75.2173	82.0213	0.0224
Sensor	83.2695	82.3775	0.0220
Sensor	91.3148	82.8652	0.0209
Sensor	99.3510	83.4849	0.0219
Sensor	107.3761	84.2359	0.0245
