#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: 20USEM20000014
Date: 2022-03-08T13:55:58.000000Z
Institute: TRIUMF
Operator: Peter Speers
Instrument Type: Mitutoyo_CMM
Run Number: 1
Measurement program version: v1
#---Positions
#Bow	X[mm]	Y[mm]	Z[mm]
Sensor	0.9902	1.0012	0.0702
Sensor	9.3219	0.2343	0.0423
Sensor	17.6725	-0.4245	0.0248
Sensor	26.0311	-0.9739	0.0172
Sensor	34.3962	-1.4136	0.0123
Sensor	42.7663	-1.7437	0.0020
Sensor	51.1401	-1.9639	0.0010
Sensor	59.5160	-2.0744	0.0060
Sensor	43.2688	6.4501	-0.0189
Sensor	51.5254	6.2365	-0.0209
Sensor	59.7938	6.1304	-0.0183
Sensor	4.4315	29.2209	0.0214
Sensor	12.3895	28.8408	0.0016
Sensor	20.3627	28.5737	-0.0054
Sensor	28.3386	28.4109	-0.0083
Sensor	36.3161	28.3528	-0.0111
Sensor	44.2935	28.3992	-0.0152
Sensor	52.2698	28.5503	-0.0158
Sensor	60.2433	28.8059	-0.0220
Sensor	68.2128	29.1660	-0.0254
Sensor	76.1771	29.6303	-0.0260
Sensor	84.1343	30.1992	-0.0190
Sensor	92.0835	30.8722	-0.0120
Sensor	100.0232	31.6494	0.0042
Sensor	107.9520	32.5305	0.0097
Sensor	115.8687	33.5156	0.0278
Sensor	123.7717	34.6043	0.0448
Sensor	5.1403	35.0813	0.0209
Sensor	13.0247	34.3658	0.0044
Sensor	20.9279	33.7525	-0.0034
Sensor	28.8383	33.2429	-0.0138
Sensor	36.7545	32.8372	-0.0183
Sensor	44.6756	32.5350	-0.0252
Sensor	52.5998	32.3369	-0.0243
Sensor	60.5261	32.2425	-0.0239
Sensor	68.4528	32.2521	-0.0292
Sensor	76.3788	32.3655	-0.0209
Sensor	84.3026	32.5828	-0.0228
Sensor	92.2228	32.9040	-0.0144
Sensor	100.1383	33.3289	-0.0038
Sensor	108.0474	33.8576	0.0114
Sensor	115.9490	34.4898	0.0268
Sensor	123.8512	35.2244	0.0466
Sensor	6.1912	43.7297	0.0214
Sensor	13.9612	43.0173	0.0113
Sensor	21.7508	42.4156	-0.0021
Sensor	29.5475	41.9159	-0.0085
Sensor	37.3501	41.5184	-0.0146
Sensor	45.1572	41.2234	-0.0207
Sensor	52.9677	41.0305	-0.0257
Sensor	60.7798	40.9402	-0.0275
Sensor	68.5925	40.9521	-0.0270
Sensor	76.4044	41.0665	-0.0233
Sensor	84.2140	41.2833	-0.0215
Sensor	92.0204	41.6024	-0.0116
Sensor	99.8218	42.0239	-0.0037
Sensor	107.6169	42.5476	0.0093
Sensor	115.4046	43.1733	0.0216
Sensor	123.1834	43.9010	0.0392
Sensor	7.2200	52.3701	0.0244
Sensor	14.8778	51.6802	0.0168
Sensor	22.5537	51.0896	0.0043
Sensor	30.2367	50.5998	-0.0026
Sensor	37.9254	50.2105	-0.0114
Sensor	45.6187	49.9222	-0.0142
Sensor	53.3149	49.7349	-0.0205
Sensor	61.0130	49.6482	-0.0230
Sensor	68.7116	49.6624	-0.0245
Sensor	76.4093	49.7777	-0.0241
Sensor	84.1048	49.9937	-0.0202
Sensor	91.7968	50.3108	-0.0100
Sensor	99.4842	50.7285	-0.0052
Sensor	107.1652	51.2470	0.0083
Sensor	114.8389	51.8661	0.0185
Sensor	122.5038	52.5857	0.0304
Sensor	8.2601	61.0200	0.0443
Sensor	15.8031	60.3333	0.0304
Sensor	23.3751	59.7529	0.0260
Sensor	30.9444	59.2729	0.0146
Sensor	38.5190	58.8924	0.0070
Sensor	46.0984	58.6108	0.0021
Sensor	53.6804	58.4288	-0.0077
Sensor	61.2645	58.3462	-0.0076
Sensor	68.8489	58.3628	-0.0089
Sensor	76.4323	58.4790	-0.0144
Sensor	84.0137	58.6945	-0.0070
Sensor	91.5916	59.0095	0.0001
Sensor	99.1648	59.4238	0.0050
Sensor	106.7318	59.9370	0.0136
Sensor	114.2914	60.5496	0.0220
Sensor	121.8424	61.2611	0.0399
