#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: R2Sample_TRIUMF_TestFrame
Date: 2022-11-08T22:50:33.359535Z
Institute: TRIUMF
Operator: PS
Instrument Type: Mitutoyo_CMM
Run Number: 3
Measurement program version: v1
#---Positions
#Bow	X[mm]	Y[mm]	Z[mm]
Sensor	0.7010	1.1034	-0.0023
Sensor	9.0411	0.3311	-0.0006
Sensor	17.3905	-0.3316	-0.0016
Sensor	25.7479	-0.8850	0.0001
Sensor	34.1118	-1.3286	-0.0010
Sensor	42.4809	-1.6625	-0.0016
Sensor	50.8537	-1.8868	-0.0005
Sensor	59.2286	-2.0015	0.0003
Sensor	43.2608	6.4502	0.0012
Sensor	51.5254	6.2357	0.0017
Sensor	59.7938	6.1293	0.0029
Sensor	4.4222	29.2216	-0.0018
Sensor	12.3936	28.4960	0.0005
Sensor	20.3735	27.8750	0.0001
Sensor	28.3612	27.3586	-0.0040
Sensor	36.3548	26.9454	0.0008
Sensor	44.3532	26.6386	0.0005
Sensor	52.3549	26.4366	0.0012
Sensor	60.3570	26.3395	-0.0046
Sensor	68.3612	26.3475	-0.0044
Sensor	76.3646	26.4585	-0.0016
Sensor	84.3659	26.6761	0.0021
Sensor	92.3636	26.9987	0.0024
Sensor	100.3565	27.4259	0.0042
Sensor	108.3431	27.9580	0.0003
Sensor	116.3219	28.5947	0.0005
Sensor	124.2918	29.3342	0.0021
Sensor	5.1321	35.0818	-0.0013
Sensor	13.0248	34.3651	0.0004
Sensor	20.9277	33.7518	-0.0000
Sensor	28.8381	33.2423	0.0011
Sensor	36.7545	32.8348	0.0013
Sensor	44.6755	32.5328	-0.0004
Sensor	52.6000	32.3345	0.0015
Sensor	60.5260	32.2402	0.0014
Sensor	68.4528	32.2498	0.0003
Sensor	76.3788	32.3631	-0.0040
Sensor	84.3026	32.5806	-0.0029
Sensor	92.2228	32.9018	0.0028
Sensor	100.1382	33.3265	0.0039
Sensor	108.0474	33.8552	-0.0001
Sensor	115.9488	34.4874	0.0002
Sensor	123.8414	35.2217	-0.0006
Sensor	6.1820	43.7299	0.0004
Sensor	13.9629	43.0258	-0.0018
Sensor	21.7524	42.4242	0.0026
Sensor	29.5493	41.9244	0.0022
Sensor	37.3518	41.5271	0.0033
Sensor	45.1589	41.2319	0.0021
Sensor	52.9693	41.0391	0.0018
Sensor	60.7798	40.9488	0.0004
Sensor	68.5926	40.9607	-0.0037
Sensor	76.4045	41.0734	-0.0056
Sensor	84.2141	41.2903	-0.0020
Sensor	92.0206	41.6095	0.0030
Sensor	99.8218	42.0308	-0.0000
Sensor	107.6170	42.5545	-0.0004
Sensor	115.4046	43.1802	-0.0006
Sensor	123.1833	43.9080	0.0011
Sensor	7.2119	52.3702	-0.0046
Sensor	14.8778	51.6791	-0.0031
Sensor	22.5537	51.0885	0.0035
Sensor	30.2366	50.5985	-0.0010
Sensor	37.9254	50.2094	0.0051
Sensor	45.6186	49.9211	0.0045
Sensor	53.3147	49.7336	-0.0023
Sensor	61.0130	49.6469	0.0037
Sensor	68.7115	49.6613	-0.0034
Sensor	76.4093	49.7765	0.0011
Sensor	84.1048	49.9926	-0.0008
Sensor	91.7969	50.3095	-0.0032
Sensor	99.4842	50.7273	0.0020
Sensor	107.1652	51.2457	-0.0015
Sensor	114.8389	51.8649	0.0009
Sensor	122.5038	52.5845	0.0000
Sensor	8.2501	61.0119	-0.0021
Sensor	15.8042	60.3337	-0.0010
Sensor	23.3664	59.7545	0.0006
Sensor	30.9355	59.2746	0.0016
Sensor	38.5105	58.8938	0.0032
Sensor	46.0898	58.6124	0.0024
Sensor	53.6719	58.4303	0.0011
Sensor	61.2559	58.3476	0.0027
Sensor	68.8403	58.3644	0.0008
Sensor	76.4238	58.4791	-0.0018
Sensor	84.0052	58.6945	-0.0020
Sensor	91.5830	59.0094	0.0032
Sensor	99.1578	59.4237	-0.0025
Sensor	106.7249	59.9370	-0.0041
Sensor	114.2845	60.5496	-0.0002
Sensor	121.8354	61.2611	-0.0059
